day,potable,pozo,lavado
110,7912.437882352956,975.0652941176463,10.799999999999999
111,3627.7627058823514,1412.4061176470586,10.799999999999999
112,731.1730588235285,0.0,10.799999999999999
113,418.9584705882347,0.0,10.799999999999999
114,127.05035294117644,955.6743529411762,10.799999999999999
115,486.6978823529407,0.0,10.799999999999999
116,82.49611764705857,0.0,10.799999999999999
117,17.313882352941175,0.0,10.799999999999999
118,619.5971764705882,0.0,10.799999999999999
119,86498.59317647002,22031.928352941086,10.799999999999999
120,0.0,0.0,10.799999999999999
121,0.0,0.0,10.799999999999999
122,0.0,0.0,10.799999999999999
123,0.0,0.0,10.799999999999999
124,0.0,0.0,10.799999999999999
125,0.0,0.0,10.799999999999999
126,0.0,0.0,10.799999999999999
127,0.0,0.0,10.799999999999999
128,0.0,0.0,10.799999999999999
129,0.0,0.0,10.799999999999999
130,0.0,0.0,10.799999999999999
131,0.0,0.0,10.799999999999999
132,0.0,0.0,10.799999999999999
133,0.0,0.0,10.799999999999999
134,0.0,0.0,10.799999999999999
135,0.0,0.0,10.799999999999999
136,371.18305882352945,476.4743529412993,10.799999999999999
137,0.0,0.0,10.799999999999999
138,0.0,0.0,10.799999999999999
139,0.0,0.0,10.799999999999999
140,198.12734117647045,0.0,10.799999999999999
141,0.0,0.0,10.799999999999999
142,1432.7470588235294,0.0,10.799999999999999
143,182.88677647058816,0.0,10.799999999999999
144,1605.9352941176376,0.0,10.799999999999999
145,646.1513411764703,0.0,10.799999999999999
146,476.8055529411508,0.0,10.799999999999999
147,0.0,0.0,10.799999999999999
148,1432.7470588235294,0.0,10.799999999999999
149,1038.1797647058524,0.0,10.799999999999999
150,76442.97171764696,20675.42625882335,10.799999999999999
151,0.0,0.0,10.799999999999999
152,0.0,0.0,10.799999999999999
153,0.0,0.0,10.799999999999999
154,0.0,0.0,10.799999999999999
155,0.0,0.0,10.799999999999999
156,0.0,0.0,10.799999999999999
157,0.0,0.0,10.799999999999999
158,0.0,0.0,10.799999999999999
159,0.0,0.0,10.799999999999999
160,0.0,0.0,10.799999999999999
161,0.0,0.0,10.799999999999999
162,0.0,0.0,10.799999999999999
163,0.0,0.0,10.799999999999999
164,0.0,0.0,10.799999999999999
165,0.0,0.0,10.799999999999999
166,0.0,0.0,10.799999999999999
167,0.0,0.0,10.799999999999999
168,0.0,0.0,10.799999999999999
169,0.0,0.0,10.799999999999999
170,0.0,0.0,10.799999999999999
171,614.8712470588232,708.1525882352935,10.799999999999999
172,1169.306470588234,0.0,10.799999999999999
173,245.38651764705864,708.1525882352935,10.799999999999999
174,370.0682352941164,0.0,10.799999999999999
175,460.7015529411485,0.0,10.799999999999999
176,56.26538823528966,475.97141176464834,10.799999999999999
177,907.0059529411752,983.5791999999988,10.799999999999999
178,994.8242117647035,670.4674823529404,10.799999999999999
179,2746.1664705881904,3564.460164705878,10.799999999999999
180,82725.91463529396,14082.770211764564,10.799999999999999
181,0.0,0.0,10.799999999999999
182,0.0,0.0,10.799999999999999
183,0.0,0.0,10.799999999999999
184,0.0,0.0,10.799999999999999
185,0.0,0.0,10.799999999999999
186,0.0,0.0,10.799999999999999
187,0.0,0.0,10.799999999999999
188,0.0,0.0,10.799999999999999
189,0.0,0.0,10.799999999999999
190,0.0,0.0,10.799999999999999
191,0.0,0.0,10.799999999999999
192,0.0,0.0,10.799999999999999
193,0.0,0.0,10.799999999999999
194,0.0,0.0,10.799999999999999
195,0.0,0.0,10.799999999999999
196,0.0,0.0,10.799999999999999
197,0.0,0.0,10.799999999999999
198,0.0,0.0,10.799999999999999
199,0.0,0.0,10.799999999999999
200,0.0,0.0,10.799999999999999
201,0.0,0.0,10.799999999999999
202,0.0,0.0,10.799999999999999
203,0.0,0.0,10.799999999999999
204,0.0,0.0,10.799999999999999
205,0.0,0.0,10.799999999999999
206,0.0,0.0,10.799999999999999
207,0.0,0.0,10.799999999999999
208,0.0,0.0,10.799999999999999
209,0.0,0.0,10.799999999999999
210,0.0,0.0,10.799999999999999
211,0.0,0.0,10.799999999999999
212,5902.9233411765035,0.0,10.799999999999999
213,4302.343247058862,4050.9167058823605,10.799999999999999
214,10184.846870588304,568.503717647059,10.799999999999999
215,6849.961882353326,1040.1716705882354,10.799999999999999
216,5456.997317647061,735.1318588235297,10.799999999999999
217,4954.367811764705,2532.1208470589286,10.799999999999999
218,10908.594305882645,1820.2738823530308,10.799999999999999
219,5885.226729411868,1431.715905882363,10.799999999999999
220,4691.250070588366,3256.651247058824,10.799999999999999
221,2649.9125176470907,1030.2750117647097,10.799999999999999
222,18050.492141176997,1866.940282352939,10.799999999999999
223,26.07472941176461,0.0,10.799999999999999
224,0.0,0.0,10.799999999999999
225,0.0,0.0,10.799999999999999
226,0.0,0.0,10.799999999999999
227,0.0,0.0,10.799999999999999
228,0.0,0.0,10.799999999999999
229,0.0,0.0,10.799999999999999
230,0.0,0.0,10.799999999999999
231,0.0,0.0,10.799999999999999
232,0.0,0.0,10.799999999999999
233,0.0,0.0,10.799999999999999
234,0.0,0.0,10.799999999999999
235,52.14945882352922,0.0,10.799999999999999
236,0.0,0.0,10.799999999999999
237,0.0,0.0,10.799999999999999
238,0.0,0.0,10.799999999999999
239,17.383152941176405,0.0,10.799999999999999
240,0.0,0.0,10.799999999999999
241,0.0,0.0,10.799999999999999
242,698.3193411764703,0.0,10.799999999999999
243,34712.159247058655,12461.562211764702,10.799999999999999
244,14133.352423528884,4222.495647058761,10.799999999999999
245,9073.72117647037,759.6385882352936,10.799999999999999
246,9870.505270587744,3555.4670588235294,10.799999999999999
247,7669.821599999798,1055.050352941088,10.799999999999999
248,5865.099199999661,0.0,10.799999999999999
249,5052.66863529401,0.0,10.799999999999999
250,1641.2871764706015,582.774752941175,10.799999999999999
251,4511.414823529266,850.8470588235368,10.799999999999999
252,606.8897647058429,487.58047058823496,10.799999999999999
253,1115.7447058823439,0.0,10.799999999999999
254,1057.1656470588027,0.0,10.799999999999999
255,1529.8171764705874,0.0,10.799999999999999
256,1432.7470588234671,0.0,10.799999999999999
257,420.0731764705738,0.0,10.799999999999999
258,0.0,0.0,10.799999999999999
259,0.0,0.0,10.799999999999999
260,0.0,0.0,10.799999999999999
261,0.0,0.0,10.799999999999999
262,0.0,0.0,10.799999999999999
263,0.0,0.0,10.799999999999999
264,0.0,0.0,10.799999999999999
265,0.0,0.0,10.799999999999999
266,0.0,0.0,10.799999999999999
267,0.0,0.0,10.799999999999999
268,0.0,0.0,10.799999999999999
269,0.0,0.0,10.799999999999999
270,0.0,0.0,10.799999999999999
271,0.0,0.0,10.799999999999999
272,0.0,0.0,10.799999999999999
273,49498.480470587056,15633.754235293904,10.799999999999999
274,10617.626941176186,3152.5658823528897,10.799999999999999
275,8422.073176470254,2144.134588235286,10.799999999999999
276,6881.434941176344,34.82717647058791,10.799999999999999
277,2903.352588235283,696.5435294117643,10.799999999999999
278,8655.394235294114,1170.4083529411764,10.799999999999999
279,543.3896470588171,882.1609411764696,10.799999999999999
280,5055.389647058758,2101.255058823528,10.799999999999999
281,1449.5075294117294,278.6174117647033,10.799999999999999
282,736.5952941176452,255.25411764705083,10.799999999999999
283,5938.25647058822,715.8388235294118,10.799999999999999
284,3969.967058823518,0.0,10.799999999999999
285,4612.858941176469,0.0,10.799999999999999
286,3079.433647058783,0.0,10.799999999999999
287,3159.6297294117635,624.8639999999997,10.799999999999999
288,1907.0601176470568,510.5082352941153,10.799999999999999
289,2860.4265411764677,2538.927623529411,10.799999999999999
290,3814.419058823525,525.6208941176467,10.799999999999999
291,8666.731588235125,736.8335529411816,10.799999999999999
292,2562.8862588235293,1316.4206117646625,10.799999999999999
293,1179.8410588235286,1673.8758823529183,10.799999999999999
294,2761.982752941177,2207.312529411764,10.799999999999999
295,5933.356905882397,0.0,10.799999999999999
296,3181.1423999999984,1424.523294117645,10.799999999999999
297,6514.7113411764785,1503.2615294117647,10.799999999999999
298,5399.073470588226,110.27011764706108,10.799999999999999
299,481.29014117647046,638.0679529411734,10.799999999999999
300,3591.3019058823484,771.8908235294118,10.799999999999999
301,934.2312705882325,925.0432941176468,10.799999999999999
302,935.2626117647054,731.3707058823529,10.799999999999999
303,9.09665882352941,0.0,10.799999999999999
304,52926.12207058812,8980.175858823519,10.799999999999999
305,4529.363258823386,2838.700988235249,10.799999999999999
306,10617.793094117518,1596.8615647058655,10.799999999999999
307,3408.175058823418,787.8187294117647,10.799999999999999
308,5646.187388235178,2243.049776470582,10.799999999999999
309,4062.808247058802,3875.57689411763,10.799999999999999
310,1720.6804117646975,878.0741647058816,10.799999999999999
311,2440.092035294091,257.5687529411754,10.799999999999999
312,3319.6408941176423,776.8777999999894,10.799999999999999
313,5585.980305882346,296.0947764705873,10.799999999999999
314,6931.351035294078,499.1895294117533,10.799999999999999
315,7144.524176470566,1445.9437999999961,10.799999999999999
316,6104.201858823485,950.0143999999975,10.799999999999999
317,6834.097917647072,886.8560470588227,10.799999999999999
318,5002.173388235285,1682.4948352941105,10.799999999999999
319,7538.706741176422,2581.5521764705886,10.799999999999999
320,10931.40248235294,2460.8697647058802,10.799999999999999
321,10486.638611764702,2736.1861294117634,10.799999999999999
322,9854.462011764694,2778.800658823522,10.799999999999999
323,13937.319729411754,2496.6979176470577,10.799999999999999
324,8256.986976470582,743.7106823529408,10.799999999999999
325,3678.6431176470205,3119.7148235294117,10.799999999999999
326,7339.533952941168,2024.675670588234,10.799999999999999
327,6416.005470588214,1094.189317647059,10.799999999999999
328,2851.7066823529417,787.8187294117648,10.799999999999999
329,2530.2712823529423,318.0882117647126,10.799999999999999
330,684.6736705882339,427.6030117647052,10.799999999999999
331,5063.091294117647,0.0,10.799999999999999
332,1070.8828705882293,168.3313529411769,10.799999999999999
333,3295.070964705881,935.6522941176459,10.799999999999999
334,50752.69472941167,9487.494741176468,10.799999999999999
335,10533.511964705718,2295.1109294117573,10.799999999999999
336,10960.569964705748,3815.292129411764,10.799999999999999
337,6247.389364705857,3885.681305882338,10.799999999999999
338,7822.941647058753,3585.654411764694,10.799999999999999
339,8803.72456470585,2031.4846588235182,10.799999999999999
340,1306.4538470588166,1660.0927647058807,10.799999999999999
341,8941.067882352923,1104.3994823529408,10.799999999999999
342,4278.568270588234,1144.3587764705871,10.799999999999999
343,4649.705541176461,1451.5471529411755,10.799999999999999
344,4243.420576470577,3935.088082352931,10.799999999999999
345,18522.69514117642,2664.4915882352993,10.799999999999999
346,11186.809799999997,1319.3594823529393,10.799999999999999
347,17287.78838823528,0.0,10.799999999999999
348,10764.884611764692,1676.9025529411715,10.799999999999999
349,7729.904635294096,4880.369529411763,10.799999999999999
350,5240.02988235293,3290.92250588235,10.799999999999999
351,3052.3705411764636,821.9213647058825,10.799999999999999
352,14605.008305882342,4001.935235294108,10.799999999999999
353,3490.013188235288,638.3414588235244,10.799999999999999
354,23417.530435294088,4189.986399999986,10.799999999999999
355,14223.159341176446,4419.814941176464,10.799999999999999
356,10728.711482352923,1426.753329411762,10.799999999999999
357,6997.1962235293695,1126.2530823529396,10.799999999999999
358,7822.48721176468,985.4714470588219,10.799999999999999
359,5756.807917647035,2834.1410352941134,10.799999999999999
360,2899.415529411757,0.0,10.799999999999999
361,2351.678917647053,1060.156470588232,10.799999999999999
362,580.5745764705858,342.24239999998963,10.799999999999999
363,1067.9763529411744,200.79990588235253,10.799999999999999
364,0.0,72.28818823529413,10.799999999999999
365,0.0,0.0,10.799999999999999
